claim_id,organization,claimed_reduction_tco2e,historical_avg_emissions_tco2e,current_emissions_tco2e,historical_avg_energy_mwh,current_energy_mwh,actual_reduction_tco2e,expected_reduction_tco2e,reduction_gap_tco2e,reduction_gap_ratio,energy_change_pct,emissions_change_pct,anomaly_score,model_flag,credibility_score,risk_level,recommendation
C011,CoreFoundry Systems,1100,9200,8300,4700,4300,900,900,200,0.22222222197530864,-8.510638296061565,-9.782608694588847,-0.12280076114243599,0,88.78,LOW,Approve claim
C012,Verdant Alloy Works,980,8700,7900,4400,4050,800,800,180,0.22499999971875,-7.954545452737603,-9.195402297793631,-0.13349028864699447,0,90.57,LOW,Approve claim
C013,AquaForge Industries,760,6400,5750,3300,3060,650,650,110,0.1692307689704142,-7.272727270523416,-10.156249998413086,-0.14542075105577013,0,93.31,LOW,Approve claim
C014,Pacific BioCrops,540,4100,3600,2200,2000,500,500,40,0.07999999984,-9.090909086776861,-12.195121948245092,-0.053452396221034315,0,83.65,LOW,Approve claim
C015,NorthGrid Chemicals,1450,10900,9800,5600,5220,1100,1100,350,0.31818181789256195,-6.78571428450255,-10.091743118340208,-0.08629193426443227,0,83.97,LOW,Approve claim
C016,ClearRiver Ceramics,680,5200,4550,2700,2460,650,650,30,0.04615384608284024,-8.888888885596709,-12.499999997596154,-0.09669590593664912,0,88.39,LOW,Approve claim
C017,Horizon Cement Tech,1320,10100,9150,5050,4740,950,950,370,0.389473683800554,-6.1386138601705715,-9.405940593128124,-0.11003184968035379,0,86.56,LOW,Approve claim
C018,MetroAgri Processors,870,6800,6100,3550,3330,700,700,170,0.24285714251020407,-6.197183096845864,-10.294117645544983,-0.145679988398695,0,93.18,LOW,Approve claim
C019,EcoRail Materials,990,8300,7520,4180,3890,780,780,210,0.2692307688856016,-6.93779904140244,-9.397590360313544,-0.1462383624803622,0,92.13,LOW,Approve claim
C020,SunPeak Manufacturing,1250,9600,8700,4860,4540,900,900,350,0.38888888845679015,-6.584362138562888,-9.374999999023437,-0.12265762792848689,0,87.85,LOW,Approve claim
C021,BlueHarbor Metals,1020,8900,8040,4480,4170,860,860,160,0.18604651141157383,-6.919642855598293,-9.662921347228885,-0.13552849854025056,0,91.79,LOW,Approve claim
C022,Leafline Textiles,610,4700,4050,2420,2210,650,650,-40,-0.06153846144378698,-8.677685946827403,-13.829787231100044,-0.053521890046358156,0,83.95,LOW,Approve claim
C023,TerraNex Energy,1580,11500,10350,5900,5510,1150,1150,430,0.3739130431531191,-6.610169490405056,-9.999999999130434,-0.04966961735368214,0,79.13,LOW,Approve claim
C024,AgriNova Inputs,840,6600,5940,3400,3190,660,660,180,0.2727272723140496,-6.176470586418685,-9.99999999848485,-0.1466301061919455,0,93.15,LOW,Approve claim
C025,GreenOrbit Glass,1180,9400,8480,4750,4430,920,920,260,0.28260869534499056,-6.736842103844874,-9.787234041511995,-0.14219046593194967,0,91.1,LOW,Approve claim
C026,UrbanEco Components,730,5600,4980,2860,2650,620,620,110,0.17741935455254942,-7.342657340089981,-11.07142856945153,-0.1352930542318574,0,92.22,LOW,Approve claim
C027,CedarFuel Solutions,1360,10400,9390,5250,4920,1010,1010,350,0.3465346531222429,-6.285714284517006,-9.71153846060466,-0.11562776563844918,0,87.33,LOW,Approve claim
C028,NovaMinerals Group,1650,12200,10950,6200,5820,1250,1250,400,0.31999999974399995,-6.129032257075962,-10.245901638504435,-0.030023727196022088,0,77.9,LOW,Approve claim
C029,HelioForge Labs,910,7100,6400,3660,3430,700,700,210,0.2999999995714286,-6.284153003747499,-9.85915492818885,-0.14301088274738877,0,92.25,LOW,Approve claim
C030,BrightStream Foods,790,6200,5580,3180,2960,620,620,170,0.2741935479448491,-6.918238991535146,-9.999999998387096,-0.14765866211406048,0,92.89,LOW,Approve claim
C099,Fraudulent Carbon Ops,3200,10000,9800,5000,6100,200,200,3000,14.999999925000001,21.999999995599996,-1.9999999998,0.2416005321304101,1,0.0,HIGH,Escalate for physical audit
